film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,oscar_nominations,oscar_wins,best_picture_nom,best_picture_win
Control,2007.0,122,7.7,61609,871577,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0
Tangled,2010.0,100,7.7,405922,200821936,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Zwartboek,2006.0,145,7.7,72643,4398392,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,0,0
Brokeback Mountain,2005.0,134,7.7,323103,83043761,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8,3,1,0
3:10 to Yuma,2007.0,122,7.7,288797,53606916,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
Crash,2004.0,112,7.7,419483,54580300,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6,3,1,1
Kung fu,2004.0,99,7.7,127250,17108591,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Bourne Supremacy,2004.0,108,7.7,434841,176241941,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0
The Machinist,2004.0,101,7.7,358432,1082715,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Ray,2004.0,152,7.7,138356,75331600,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6,2,1,0
Lost in Translation,2003.0,102,7.7,415074,44585453,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,1,0
Harry Potter and the Goblet of Fire,2005.0,157,7.7,548619,290013036,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Man on Fire,2004.0,146,7.7,329592,77911774,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Coraline,2009.0,100,7.7,197761,75286229,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
The Last Samurai,2003.0,154,7.7,400049,111110575,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,0,0
The Magdalene Sisters,2002.0,114,7.7,25938,4890878,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Good Bye Lenin!,2003.0,121,7.7,137981,4064200,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
In America,2002.0,105,7.7,40403,15539266,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,0
I Am Sam,2001.0,132,7.7,142863,40311852,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Adaptation.,2002.0,115,7.7,178565,22245861,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,0,0
Black Hawk Down,2001.0,144,7.7,364254,108638745,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,2,0,0
Road to Perdition,2002.0,117,7.7,246840,104454762,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6,1,0,0
Das Experiment,2001.0,120,7.7,90842,141072,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Billy Elliot,2000.0,110,7.7,126770,21995263,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,0,0,0
Hedwig and the Angry Inch,2001.0,95,7.7,31957,3029081,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0
Ocean's Eleven,2001.0,116,7.7,516372,183417150,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Vampire Hunter D: Bloodlust,2000.0,103,7.7,29210,151086,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.",True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
"O Brother, Where Art Thou?",2000.0,107,7.7,286742,45512588,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
"South Park: Bigger, Longer & Uncut",1999.0,81,7.7,192112,52037603,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Office Space,1999.0,89,7.7,241575,10824921,Three company workers who hate their jobs decide to rebel against their greedy boss.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Training Day,2001.0,122,7.7,390247,76631907,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1,0,0
Rushmore,1998.0,93,7.7,169229,17105219,The extracurricular king of Rushmore Preparatory School is put on academic probation.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
Being John Malkovich,1999.0,113,7.7,312542,22858926,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,0
As Good as It Gets,1997.0,139,7.7,275755,148478011,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7,2,1,0
The Fifth Element,1997.0,126,7.7,434125,63540020,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0,0
Le dîner de cons,1998.0,80,7.7,37424,4065116,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Donnie Brasco,1997.0,127,7.7,279318,41909762,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Shine,1996.0,105,7.7,51350,35811509,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7,1,1,0
Primal Fear,1996.0,129,7.7,189716,56116183,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0
A Little Princess,1995.0,97,7.7,32236,10019307,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
Il postino,1994.0,108,7.7,33600,21848932,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Clerks,1994.0,92,7.7,211450,3151130,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Short Cuts,1993.0,188,7.7,42275,6110979,The day-to-day lives of several suburban Los Angeles residents.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Philadelphia,1993.0,125,7.7,224169,77324422,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,0,0
The Muppet Christmas Carol,1992.0,85,7.7,50298,27281507,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Malcolm X,1992.0,202,7.7,85819,48169908,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0,0,0
The Last of the Mohicans,1992.0,112,7.7,150409,75505856,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,0,0
Glengarry Glen Ross,1992.0,100,7.7,95826,10725228,An examination of the machinations behind the scenes at a real estate office.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0
A Few Good Men,1992.0,138,7.7,235388,141340178,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,0,1,0
Fried Green Tomatoes,1991.0,130,7.7,66941,82418501,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
Barton Fink,1991.0,116,7.7,113240,6153939,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,0,0,0
Miller's Crossing,1990.0,115,7.7,125822,5080409,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Who Framed Roger Rabbit,1988.0,104,7.7,182009,156452370,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,4,0,0
Withnail & I,1987.0,107,7.7,40396,1544889,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Last Emperor,1987.0,163,7.7,94326,43984230,The story of the final Emperor of China.,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,9,1,1
Empire of the Sun,1987.0,153,7.7,115677,22238696,A young English boy struggles to survive under Japanese occupation during World War II.,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,0,0,0
Der Name der Rose,1986.0,130,7.7,102031,7153487,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0
Blue Velvet,1986.0,120,7.7,181285,8551228,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0,0
The Purple Rose of Cairo,1985.0,82,7.7,47102,10631333,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0
After Hours,1985.0,97,7.7,59635,10600000,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Verdict,1982.0,129,7.7,36096,54000000,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,1,0
Star Trek II: The Wrath of Khan,1982.0,113,7.7,112704,78912963,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0
First Blood,1982.0,93,7.7,226541,47212904,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Ordinary People,1980.0,124,7.7,47099,54800000,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,4,1,1
Airplane!,1980.0,88,7.7,214882,83400000,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Halloween,1978.0,91,7.7,233106,47000000,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,0,0
Le locataire,1976.0,126,7.7,39889,1924733,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Blazing Saddles,1974.0,93,7.7,125993,119500000,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,0,0,0
Serpico,1973.0,130,7.7,109941,29800000,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
Enter the Dragon,1973.0,102,7.7,96561,25000000,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Deliverance,1972.0,109,7.7,98740,7056013,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,0,1,0
The French Connection,1971.0,104,7.7,110075,15630710,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,5,1,1
Dirty Harry,1971.0,102,7.7,143292,35900000,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
The Odd Couple,1968.0,105,7.7,31572,44527234,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
A Man for All Seasons,1966.0,120,7.7,31222,28350000,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8,6,1,1
Goldfinger,1964.0,110,7.7,174119,51081062,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,0,0
The Birds,1963.0,119,7.7,171739,11403529,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1,0,0,0
The Magnificent Seven,1960.0,128,7.7,87719,4905000,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,0,0,0
The African Queen,1951.0,105,7.7,71481,536118,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,1,0,0
Fantasia,1940.0,125,7.7,88662,76408097,A collection of animated interpretations of great works of Western classical music.,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0
Searching,2018.0,102,7.6,140840,26020957,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0
Once Upon a Time... in Hollywood,2019.0,161,7.6,551309,142502728,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,2,1,0
Nelyubov,2017.0,127,7.6,29765,566356,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Florida Project,2017.0,111,7.6,95181,5904366,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Gifted,2017.0,101,7.6,99643,24801212,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Peanut Butter Falcon,2019.0,97,7.6,66346,13122642,Zak runs away from his care home to make his dream of becoming a wrestler come true.,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Mustang,2015.0,97,7.6,35785,845464,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Guardians of the Galaxy Vol. 2,2017.0,136,7.6,569974,389813101,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Baby Driver,2017.0,113,7.6,439406,107825862,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,0
Only the Brave,2017.0,134,7.6,58371,18340051,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Bridge of Spies,2015.0,142,7.6,287659,72313754,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,6,1,1,0
Incredibles 2,2018.0,118,7.6,250057,608581744,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Moana,2016.0,107,7.6,272784,248757044,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
Sicario,2015.0,121,7.6,371291,46889293,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,0
Creed,2015.0,133,7.6,247666,109767581,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0
Leviafan,2014.0,140,7.6,49397,1092800,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Hell or High Water,2016.0,102,7.6,204175,26862450,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,1,0
Philomena,2013.0,98,7.6,94212,37707719,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,1,0
Dawn of the Planet of the Apes,2014.0,130,7.6,411599,208545589,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Serbuan maut,2011.0,101,7.6,190531,4105123,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
End of Watch,2012.0,109,7.6,228132,41003371,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Kari-gurashi no Arietti,2010.0,94,7.6,80939,19202743,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
A Star Is Born,2018.0,136,7.6,334312,215288866,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,26,4,1,0
True Grit,2010.0,110,7.6,311822,171243005,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12,1,1,0
Hævnen,2010.0,118,7.6,38491,1008098,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
Despicable Me,2010.0,95,7.6,500851,251513985,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
50/50,2011.0,100,7.6,315426,35014192,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
Kick-Ass,2010.0,117,7.6,524081,48071303,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Moneyball,2011.0,133,7.6,369529,75605492,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,0,1,0
La piel que habito,2011.0,120,7.6,138959,3185812,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,0,0
Zombieland,2009.0,88,7.6,520041,75590286,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
